date,hour,generation,year,month,day,lmp_dam,lmp_rtm,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyl1,skyl2,skyl3,skyl4,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,skyc1,skyc2,skyc3,skyc4,wxcodes,day_of_week
2021-12-30,18,0,2021,12,29,50.29,90,58.7,56.8,93.41,33.33333333333333,1,0,29.796666666666667,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,CLR,M,M,M,M,5
2021-12-30,19,0,2021,12,29,36.69,57.42100000000001,57.233333333333334,56.3,96.92333333333333,120,2.3333333333333335,0,29.810000000000002,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.166666666666664,CLR,M,M,M,M,5
2021-12-30,20,0,2021,12,29,32.660000000000004,52.49300000000001,56.06666666666667,55.43333333333333,97.73,116.66666666666667,2,0,29.826666666666668,NA,4.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.06666666666666,CLR,M,M,M,M,5
2021-12-30,21,0,2021,12,29,28.8,41.02,55.1,54.56666666666667,98.08,133.33333333333334,3.3333333333333335,0,29.84,NA,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,CLR,M,M,M,M,5
2021-12-30,22,0,2021,12,29,25.32,83.269,52.03333333333334,51.06666666666666,96.62666666666667,146.66666666666666,2.6666666666666665,0,29.85,NA,6.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,CLR,M,M,M,M,5
2021-12-30,23,0,2021,12,29,24.68,33.551,50.03333333333333,49.36666666666667,97.55,0,0,0,29.85,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,CLR,M,M,M,BR,5
2021-12-30,0,0,2021,12,30,26.02,61.172000000000004,50.666666666666664,49.733333333333334,96.48666666666666,193.33333333333334,4,0,29.85,NA,8.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.123333333333335,CLR,M,M,M,M,5
2021-12-30,1,0,2021,12,30,24.150000000000002,45.923,51.46666666666667,49.733333333333334,93.89333333333333,206.66666666666666,5,0,29.856666666666666,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.43333333333333,CLR,M,M,M,M,5
2021-12-30,2,0,2021,12,30,22.01,31.792,51.266666666666666,49.166666666666664,92.53333333333333,156.66666666666666,4,0,29.86,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.266666666666666,CLR,M,M,M,M,5
2021-12-30,3,0,2021,12,30,20.91,26.71,47.733333333333334,46.9,96.91333333333333,43.33333333333333,1,0.02,29.853333333333335,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.31666666666666,CLR,M,M,M,M,5
2021-12-30,4,0,2021,12,30,21.38,26.169999999999998,45.800000000000004,45.43333333333333,98.74333333333333,40,1,0,29.853333333333335,NA,0.5,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.35,VV,M,M,M,FG,5
2021-12-30,5,0,2021,12,30,24.93,26.196999999999996,44.36666666666667,44.03333333333333,98.86,146.66666666666666,3.3333333333333335,0,29.86,NA,2.666666666666667,NA,366.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.50333333333333,VV,M,M,M,FG,5
2021-12-30,6,0,2021,12,30,24.52,27.351999999999997,44.13333333333333,43.8,98.73333333333333,126.66666666666667,2,0,29.876666666666665,NA,3,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.18,VV,M,M,M,FG,5
2021-12-30,7,1.4576200000000001,2021,12,30,26.86,28.889,42.8,42.46666666666667,98.85666666666667,86.66666666666667,2,0,29.913333333333334,NA,4.416666666666667,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.61333333333333,VV,M,M,M,BR,5
2021-12-30,8,94.54931,2021,12,30,28.12,28.311,45.733333333333334,45.333333333333336,98.49333333333334,0,0,0,29.93,NA,3.6666666666666665,NA,8066.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.766666666666666,SCT,M,M,M,BR,5
2021-12-30,9,196.91834000000003,2021,12,30,24.830000000000002,30.785000000000004,52.266666666666666,50.333333333333336,93.61,0,0,0,29.95,NA,7.333333333333333,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.266666666666666,SCT,M,M,M,M,5
2021-12-30,10,200.41128,2021,12,30,25.810000000000002,38.713,61,45,57.45666666666667,80,1.3333333333333335,0,29.95,NA,9,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,SCT,M,M,M,M,5
2021-12-30,11,170.99845000000002,2021,12,30,25.03,36.129000000000005,67.53333333333333,40.46666666666667,37.43,163.33333333333334,3,0,29.92,NA,10,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.53333333333333,SCT,M,M,M,M,5
2021-12-30,12,185.20499,2021,12,30,25.22,48.778000000000006,69.7,38.699999999999996,32.306666666666665,256.6666666666667,7.666666666666667,0,29.89,NA,10,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.73333333333333,SCT,M,M,M,M,5
2021-12-30,13,203.15233,2021,12,30,25.28,32.691,71.33333333333333,36.4,27.856666666666666,226.66666666666666,7,0,29.863333333333333,NA,10,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,SCT,M,M,M,M,5
2021-12-30,14,126.87685,2021,12,30,22.35,30.768,70.26666666666667,35.6,27.956666666666667,226.66666666666666,6,0,29.846666666666668,NA,10,NA,10500,12000,NA,NA,NA,NA,NA,NA,NA,NA,70.26666666666667,SCT,SCT,M,M,M,5
2021-12-30,15,33.574290000000005,2021,12,30,23.42,29.725,69.46666666666667,36.733333333333334,30.126666666666665,233.33333333333334,5,0,29.85,NA,10,NA,9666.666666666666,11500,NA,NA,NA,NA,NA,NA,NA,NA,69.43333333333334,SCT,OVC,M,M,M,5
2021-12-30,16,15.432190000000002,2021,12,30,25.93,36.897000000000006,67.36666666666667,38.86666666666667,35.13333333333333,230,4.666666666666667,0,29.846666666666668,NA,10,NA,9000,11000,12000,NA,NA,NA,NA,NA,NA,NA,67.36666666666667,SCT,M,M,M,M,5
2021-12-30,17,0.58582,2021,12,30,59.13,75.83500000000001,64.56666666666666,40.86666666666667,41.81,113.33333333333333,2.3333333333333335,0,29.833333333333336,NA,10,NA,7666.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.53333333333333,SCT,M,M,M,M,5
2021-12-31,18,0,2021,12,30,39.6,38.641000000000005,61.56666666666667,41.333333333333336,47.3,106.66666666666667,2,0,29.84,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,CLR,M,M,M,M,6
2021-12-31,19,0,2021,12,30,29.990000000000002,56.448,58.46666666666667,43.2,56.78666666666667,163.33333333333334,4.666666666666667,0,29.84,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.46666666666666,CLR,M,M,M,M,6
2021-12-31,20,0,2021,12,30,28.13,26.006,57.36666666666667,41.43333333333333,55.31,196.66666666666666,3.6666666666666665,0,29.84,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.36666666666667,CLR,M,M,M,M,6
2021-12-31,21,0,2021,12,30,25.82,26.526999999999997,55.46666666666667,41.833333333333336,59.81666666666666,196.66666666666666,3.6666666666666665,0,29.833333333333336,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,CLR,M,M,M,M,6
2021-12-31,22,0,2021,12,30,24.64,27.058,54.300000000000004,41.333333333333336,61.49666666666666,180,4.666666666666667,0,29.826666666666668,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.300000000000004,CLR,M,M,M,M,6
2021-12-31,23,0,2021,12,30,25.400000000000002,26.986,54.300000000000004,40.833333333333336,60.27666666666667,190,5.333333333333333,0,29.82,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,CLR,M,M,M,M,6
2021-12-31,0,0,2021,12,31,23.11,23.415,52.96666666666667,40.666666666666664,62.95333333333333,180,5.333333333333333,0,29.793333333333333,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.93333333333334,CLR,M,M,M,M,6
2021-12-31,1,0,2021,12,31,18.81,21.057,54.766666666666666,39.2,55.67666666666667,203.33333333333334,6.333333333333333,0,29.79,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.733333333333334,CLR,M,M,M,M,6
2021-12-31,2,0,2021,12,31,17.22,22.816,56.43333333333334,41.333333333333336,56.96666666666667,196.66666666666666,6.666666666666667,0,29.78,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.43333333333333,CLR,M,M,M,M,6
2021-12-31,3,0,2021,12,31,17.64,23.737000000000002,58.1,48.1,69.33333333333333,200,8.333333333333334,0,29.766666666666666,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,CLR,M,M,M,M,6
2021-12-31,4,0,2021,12,31,19.57,27.074,57.56666666666667,51.36666666666667,79.79666666666667,196.66666666666666,7,0,29.753333333333334,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.56666666666667,CLR,M,M,M,M,6
2021-12-31,5,0,2021,12,31,24.59,28.258,56.53333333333334,53.53333333333333,89.67999999999999,200,5.666666666666667,0,29.76,NA,6.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.53333333333333,CLR,M,M,M,M,6
2021-12-31,6,0,2021,12,31,25.78,27.222,59.233333333333334,57.96666666666666,95.67666666666666,200,6.333333333333333,0,29.773333333333333,NA,3.1666666666666665,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.199999999999996,OVC,M,M,M,BR,6
2021-12-31,7,0,2021,12,31,25.22,25.826,61.3,60.833333333333336,98.36,193.33333333333334,8.666666666666666,0,29.776666666666667,NA,0.3333333333333333,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.266666666666666,OVC,M,M,M,FG,6
2021-12-31,8,10.572209999999998,2021,12,31,25.69,32.068,62.7,62.2,98.14333333333333,200,8.666666666666666,0,29.793333333333333,NA,1.3333333333333333,14,366.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7,OVC,M,M,M,FG,6
2021-12-31,9,25.652410000000003,2021,12,31,26.93,33.705,65,62.8,92.72333333333333,190,11,0,29.816666666666666,NA,3,15.5,566.6666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,OVC,M,M,M,BR,6
2021-12-31,10,76.44250000000001,2021,12,31,26.53,35.99,67.76666666666667,63.1,85.14,190,12,0,29.80666666666667,NA,4.666666666666667,16,1033.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.76666666666667,SCT,M,M,M,HZ,6
2021-12-31,11,111.46525000000001,2021,12,31,27.66,37.875,69.63333333333334,62.86666666666667,79.17666666666666,186.66666666666666,12,0,29.79,NA,7,NA,3700,12000,NA,NA,NA,NA,NA,NA,NA,NA,69.63333333333333,SCT,SCT,M,M,M,6
2021-12-31,12,54.78911000000001,2021,12,31,31.93,43.462,68.66666666666667,63.166666666666664,82.82333333333334,200,12.666666666666666,0,29.763333333333335,NA,7,16.5,1466.6666666666667,7650,11000,NA,NA,NA,NA,NA,NA,NA,68.66666666666667,SCT,SCT,M,M,M,6
2021-12-31,13,45.92498000000001,2021,12,31,34.99,48.989,67.93333333333334,64.86666666666666,90.13,196.66666666666666,9,0,29.733333333333334,NA,5,17,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.93333333333334,OVC,M,M,M,BR,6
2021-12-31,14,39.827940000000005,2021,12,31,32.52,49.827000000000005,67.93333333333334,64.33333333333333,88.25666666666666,193.33333333333334,10,0,29.72,NA,6.333333333333333,19,1000,1700,NA,NA,NA,NA,NA,NA,NA,NA,67.93333333333334,OVC,OVC,M,M,BR,6
2021-12-31,15,13.59548,2021,12,31,31.57,43.183,66.9,64.13333333333334,90.95333333333333,186.66666666666666,5,0,29.713333333333335,NA,5.333333333333333,NA,1200,3000,11000,NA,NA,NA,NA,NA,NA,NA,66.86666666666667,OVC,M,OVC,M,-RA BR,6
2021-12-31,16,7.7637800000000015,2021,12,31,35.77,34.469,65.43333333333334,63.733333333333334,94.12666666666667,170,4,0,29.7,NA,5,NA,8066.666666666667,12000,NA,NA,NA,NA,NA,NA,NA,NA,65.46666666666667,SCT,SCT,M,M,BR,6
2021-12-31,17,0,2021,12,31,46.25,29.475,64.93333333333334,63.266666666666666,94.44333333333333,136.66666666666666,5.333333333333333,0.01,29.676666666666666,NA,5.666666666666667,NA,11666.666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.93333333333334,SCT,M,M,M,M,6
2022-01-01,18,0,2021,12,31,34.52,27.796999999999997,64.4,62.666666666666664,94.33,146.66666666666666,2.6666666666666665,0,29.69,NA,6.333333333333333,NA,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.33333333333334,SCT,M,M,M,M,7
2022-01-01,19,0,2021,12,31,28.88,30.395999999999997,63.5,62.666666666666664,97.12,153.33333333333334,2.6666666666666665,0.02,29.696666666666665,NA,3.3333333333333335,NA,3466.6666666666665,4133.333333333333,7300,NA,NA,NA,NA,NA,NA,NA,63.5,SCT,SCT,OVC,M,-RA BR,7
2022-01-01,20,0,2021,12,31,24.96,42.376999999999995,63.2,62.733333333333334,98.26,100,4.666666666666667,0.03,29.68,NA,2.3333333333333335,NA,2866.6666666666665,3733.3333333333335,5000,NA,NA,NA,NA,NA,NA,NA,63.233333333333334,SCT,BKN,OVC,M,RA BR,7
2022-01-01,21,0,2021,12,31,29.03,57.753,63.36666666666667,62.86666666666667,98.26,153.33333333333334,4,0.01,29.666666666666668,NA,3.1666666666666665,NA,1866.6666666666667,2900,4200,NA,NA,NA,NA,NA,NA,NA,63.36666666666667,SCT,BKN,OVC,M,VCTSBR,7
2022-01-01,22,0,2021,12,31,26.73,72.628,63.1,62.8,98.72,70,2,0,29.636666666666667,NA,2.0833333333333335,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.166666666666664,OVC,M,M,M,VCTSBR,7
2022-01-01,23,0,2021,12,31,25.95,79.065,63.43333333333334,63.1,98.72,193.33333333333334,5.333333333333333,0,29.633333333333333,NA,2.5,20,1800,900,2300,NA,NA,NA,NA,NA,NA,NA,63.46666666666667,SCT,M,OVC,M,VCTSBR,7
2022-01-01,0,0,2022,1,1,33.37,87.329,65.63333333333334,64.06666666666666,94.69666666666667,263.3333333333333,7,0.03,29.64666666666667,NA,5.666666666666667,20,700,1200,1500,NA,NA,NA,NA,NA,NA,NA,65.60000000000001,SCT,SCT,OVC,M,RA BR,7
2022-01-01,1,0,2022,1,1,25.200000000000003,38.847,63.333333333333336,61.2,92.64333333333333,270,5.333333333333333,0.03,29.66,NA,10,NA,2200,1900,2800,NA,NA,NA,NA,NA,NA,NA,63.333333333333336,SCT,M,OVC,M,M,7
2022-01-01,2,0,2022,1,1,22.92,30.684000000000005,61.6,60.3,95.49666666666667,86.66666666666666,1.3333333333333335,0.03,29.653333333333336,NA,10,NA,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.63333333333333,OVC,M,M,M,M,7
2022-01-01,3,0,2022,1,1,18.68,26.912,60.93333333333334,60.199999999999996,97.54,156.66666666666666,2.3333333333333335,0.01,29.64,NA,8,NA,3666.6666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.93333333333333,OVC,M,M,M,M,7
2022-01-01,4,0,2022,1,1,12.65,19.155,60.86666666666667,60.1,97.31333333333333,3.333333333333333,1,0.03,29.636666666666667,NA,8,NA,2866.6666666666665,4000,NA,NA,NA,NA,NA,NA,NA,NA,60.86666666666667,OVC,OVC,M,M,M,7
2022-01-01,5,0,2022,1,1,15.46,16.15,60.86666666666667,60.199999999999996,97.77333333333334,16.666666666666664,1,0,29.643333333333334,NA,6.333333333333333,NA,2800,4000,NA,NA,NA,NA,NA,NA,NA,NA,60.86666666666667,OVC,OVC,M,M,M,7
2022-01-01,6,0,2022,1,1,16.95,13.855,61.03333333333334,60.4,97.89,60,3,0.08,29.650000000000002,NA,4.333333333333333,NA,1600,850,3800,NA,NA,NA,NA,NA,NA,NA,61.03333333333333,SCT,SCT,OVC,M,RA BR,7
2022-01-01,7,0,2022,1,1,18.04,13.428,60.06666666666667,58.766666666666666,95.46666666666667,66.66666666666667,8,0,29.64,NA,9,24,666.6666666666666,3366.6666666666665,3600,NA,NA,NA,NA,NA,NA,NA,60.06666666666667,SCT,SCT,M,M,M,7
2022-01-01,8,0.7645200000000001,2022,1,1,18.96,12.251000000000001,59.13333333333333,57.4,93.97,110,10.333333333333334,0.09,29.62333333333333,NA,10,NA,7766.666666666667,10000,12000,NA,NA,NA,NA,NA,NA,NA,59.13333333333333,SCT,M,OVC,M,M,7
2022-01-01,9,5.862050000000001,2022,1,1,19.72,1.6969999999999998,59.300000000000004,57.13333333333333,92.51666666666667,106.66666666666667,6.333333333333333,0,29.656666666666666,NA,10,NA,3800,6833.333333333333,11666.666666666666,NA,NA,NA,NA,NA,NA,NA,59.300000000000004,SCT,SCT,OVC,M,M,7
2022-01-01,10,68.49809,2022,1,1,21.94,26.285000000000004,60.1,57.4,90.78333333333333,226.66666666666666,5.333333333333333,0,29.686666666666667,NA,10,16,1433.3333333333333,3766.6666666666665,11000,NA,NA,NA,NA,NA,NA,NA,60.06666666666667,SCT,OVC,OVC,M,M,7
2022-01-01,11,144.32912000000002,2022,1,1,25.25,27.55,62.6,58.333333333333336,85.89,326.6666666666667,6,0,29.676666666666666,NA,10,NA,1600,3833.3333333333335,5800,NA,NA,NA,NA,NA,NA,NA,62.6,SCT,SCT,M,M,M,7
2022-01-01,12,170.63361,2022,1,1,25.73,32.36,62.5,57.7,84.16,320,8.333333333333334,0,29.653333333333336,NA,10,NA,1133.3333333333333,1900,NA,NA,NA,NA,NA,NA,NA,NA,62.53333333333333,SCT,SCT,M,M,M,7
2022-01-01,13,67.03438,2022,1,1,26.51,31.517000000000003,56.56666666666667,52.56666666666667,86.32333333333334,323.3333333333333,14,0,29.666666666666668,NA,10,20,933.3333333333334,1500,NA,NA,NA,NA,NA,NA,NA,NA,56.6,OVC,OVC,M,M,M,7
2022-01-01,14,54.670230000000004,2022,1,1,25.92,32.056,47.266666666666666,43.03333333333333,85.14,333.3333333333333,14,0,29.723333333333333,NA,10,21.666666666666668,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.88333333333333,OVC,M,M,M,M,7
2022-01-01,15,30.447720000000004,2022,1,1,24.27,29.655,42.36666666666667,38.36666666666667,85.61999999999999,333.3333333333333,13.333333333333334,0,29.776666666666667,NA,10,20,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.74666666666667,OVC,M,M,M,M,7
2022-01-01,16,5.97634,2022,1,1,29.6,25.77,36.6,33.6,88.76,333.3333333333333,12.666666666666666,0,29.833333333333336,NA,8.333333333333334,22.333333333333332,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.616666666666667,OVC,M,M,M,M,7
2022-01-01,17,0,2022,1,1,42.43,26.399,32.36666666666667,29.233333333333334,88.07333333333334,336.6666666666667,14.333333333333334,0,29.88,NA,9,20.666666666666668,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,OVC,M,M,M,M,7
2022-01-02,18,0,2022,1,1,29.77,27.002,29.933333333333334,25.933333333333334,84.89,336.6666666666667,13.666666666666666,0,29.916666666666668,NA,10,21.333333333333332,933.3333333333334,1200,NA,NA,NA,NA,NA,NA,NA,NA,18.653333333333332,SCT,OVC,M,M,M,1
2022-01-02,19,0,2022,1,1,26.92,27.080000000000002,28.200000000000003,23.366666666666667,81.83,340,12.666666666666666,0,29.943333333333335,NA,10,20,1266.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.926666666666666,OVC,M,M,M,M,1
2022-01-02,20,0,2022,1,1,24.21,26.971999999999998,26.833333333333332,21.333333333333332,79.45666666666666,336.6666666666667,13,0,29.973333333333333,NA,10,20,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,OVC,M,M,M,M,1
2022-01-02,21,0,2022,1,1,24.51,26.894,24.933333333333334,19.166666666666668,78.39666666666666,336.6666666666667,14.333333333333334,0,30.02,NA,10,21.333333333333332,1533.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.92,OVC,M,M,M,M,1
2022-01-02,22,0,2022,1,1,25.22,24.315,22.8,16.433333333333334,76.20333333333333,340,11.666666666666666,0,30.066666666666666,NA,10,19,1733.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57,OVC,M,M,M,M,1
2022-01-02,23,0,2022,1,1,24.580000000000002,21.012999999999998,21.733333333333334,15.233333333333333,75.65333333333334,326.6666666666667,11,0,30.1,NA,10,20.666666666666668,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.493333333333334,OVC,M,M,M,M,1
2022-01-02,0,0,2022,1,2,26.8,8.214,20.533333333333335,13.633333333333333,74.22333333333333,316.6666666666667,13,0,30.13,NA,10,20,1866.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,OVC,M,M,M,M,1
2022-01-02,1,0,2022,1,2,25.02,9.904,19.633333333333336,11.966666666666667,71.66,326.6666666666667,15.333333333333334,0,30.156666666666666,NA,10,22.333333333333332,2133.3333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,OVC,M,M,M,M,1
2022-01-02,2,0,2022,1,2,23.96,9.278,18.633333333333333,10.8,71.01666666666667,323.3333333333333,14.333333333333334,0,30.186666666666667,NA,10,21,2333.3333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8566666666666665,OVC,M,M,M,M,1
2022-01-02,3,0,2022,1,2,23.04,14.181000000000001,18.166666666666668,10.166666666666666,70.43666666666667,326.6666666666667,13.333333333333334,0,30.196666666666665,NA,10,23.666666666666668,2266.6666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,OVC,M,M,M,M,1
2022-01-02,4,0,2022,1,2,23.92,18.656,17.733333333333334,9.433333333333334,69.44666666666667,330,13.333333333333334,0,30.213333333333335,NA,10,21.666666666666668,2333.3333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,OVC,M,M,M,M,1
2022-01-02,5,0,2022,1,2,26.060000000000002,26.987000000000002,16.9,8.666666666666666,69.55333333333334,316.6666666666667,12.666666666666666,0,30.25,NA,10,19.333333333333332,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,OVC,M,M,M,M,1
2022-01-02,6,0,2022,1,2,30.43,27.596999999999998,16.466666666666665,8.466666666666667,70.23666666666666,330,13,0,30.266666666666666,NA,10,22,2333.3333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6800000000000002,SCT,M,M,M,M,1
2022-01-02,7,0,2022,1,2,37.77,27.699,16.933333333333334,9.299999999999999,71.46666666666667,326.6666666666667,12,0,30.296666666666667,NA,10,18.333333333333332,2333.3333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8866666666666667,SCT,M,M,M,M,1
2022-01-02,8,21.384510000000002,2022,1,2,47.45,28.326999999999998,17.8,9.2,68.53,320,13,0,30.330000000000002,NA,10,20.666666666666668,2500,2900,NA,NA,NA,NA,NA,NA,NA,NA,3.42,SCT,OVC,M,M,M,1
2022-01-02,9,46.51447,2022,1,2,37.77,28.234,20,11.166666666666666,68.08333333333333,323.3333333333333,11.666666666666666,0,30.36,NA,10,18.333333333333332,2266.6666666666665,3433.3333333333335,4800,NA,NA,NA,NA,NA,NA,NA,7,BKN,OVC,OVC,M,M,1
2022-01-02,10,100.59142000000001,2022,1,2,35.82,30.006999999999998,22.7,12.766666666666666,65.18666666666667,326.6666666666667,13,0,30.400000000000002,NA,10,19.333333333333332,2400,4833.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,9.666666666666666,BKN,OVC,M,M,M,1
2022-01-02,11,100.7412,2022,1,2,35.36,32.221000000000004,25.233333333333334,14.833333333333334,64.2,326.6666666666667,12.666666666666666,0,30.416666666666668,NA,10,20,3433.3333333333335,5200,NA,NA,NA,NA,NA,NA,NA,NA,13.123333333333333,SCT,OVC,M,M,M,1
2022-01-02,12,200.05093000000002,2022,1,2,31.64,27.517000000000003,28.46666666666667,16.766666666666666,61.13333333333333,320,12.666666666666666,0,30.406666666666666,NA,10,19.666666666666668,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.21333333333333,SCT,M,M,M,M,1
2022-01-02,13,214.18154,2022,1,2,27.45,26.690000000000005,31.866666666666667,17.833333333333332,55.736666666666665,326.6666666666667,11.666666666666666,0,30.400000000000002,NA,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.993333333333332,CLR,M,M,M,M,1
2022-01-02,14,229.83032000000003,2022,1,2,26.34,24.461000000000002,34.233333333333334,17.6,50.18333333333333,313.3333333333333,12.333333333333334,0,30.400000000000002,NA,10,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.843333333333334,CLR,M,M,M,M,1
2022-01-02,15,237.02210000000002,2022,1,2,25.85,23.615000000000002,35.13333333333333,16.766666666666666,46.626666666666665,323.3333333333333,9,0,30.416666666666668,NA,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.506666666666668,CLR,M,M,M,M,1
2022-01-02,16,136.936,2022,1,2,31.48,27.081,35.03333333333333,15.7,44.766666666666666,323.3333333333333,7.666666666666667,0,30.42,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.08,CLR,M,M,M,M,1
2022-01-02,17,9.457220000000001,2022,1,2,87.17,42.434,32.233333333333334,15.6,49.983333333333334,323.3333333333333,5,0,30.426666666666666,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.746666666666666,CLR,M,M,M,M,1
2022-01-03,18,0,2022,1,2,100.76,45.312,29.433333333333334,17.466666666666665,60.56333333333333,320,3.6666666666666665,0,30.443333333333335,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.86,CLR,M,M,M,M,2
2022-01-03,19,0,2022,1,2,73.05,45.689,28.333333333333336,17.96666666666667,64.70333333333333,313.3333333333333,3.3333333333333335,0,30.453333333333333,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.043333333333333,CLR,M,M,M,M,2
2022-01-03,20,0,2022,1,2,62.27,45.402,27.4,19,70.28333333333333,0,0,0,30.46,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,CLR,M,M,M,M,2
2022-01-03,21,0,2022,1,2,48.28,44.466,26.066666666666666,18.8,73.76,210,2.3333333333333335,0,30.46,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.733333333333334,CLR,M,M,M,M,2
2022-01-03,22,0,2022,1,2,39.25,41.285000000000004,24.2,19.333333333333332,81.41333333333333,103.33333333333334,1.3333333333333335,0,30.453333333333333,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.243333333333332,CLR,M,M,M,M,2
2022-01-03,23,0,2022,1,2,36.74,41.775999999999996,23.033333333333335,18.5,82.52666666666667,200,2.6666666666666665,0,30.456666666666667,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.03333333333333,CLR,M,M,M,M,2
